movie,scene_number,scene_name,type,character,text
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,HARRY THE HAGGLER,"Stones, sir?"
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,MANDY,"Naah. They've got a lot there, lying around on the
        ground."
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,HARRY THE HAGGLER,"Oh, not like these, sir. Look at this. Feel
        the quality of that. That's craftsmanship, sir."
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,MANDY,"Hmmm. Aah, all right. We'll have, uh, two with points
        and... a big flat one."
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,BRIAN,"Could I have a flat one, Mum?"
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,MANDY,Shh!
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,BRIAN,Sorry. Dad.
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,MANDY,"Ehh, all right. Two points, ah, two flats, and a packet
        of gravel."
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,HARRY THE HAGGLER,"Packet of gravel. Should be a good one this
        afternoon."
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,MANDY,Hehh?
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,HARRY THE HAGGLER,Local boy.
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,MANDY,"Oh, good."
Life of Brian,4,Stonings: How to Find that Perfect Rock,dialogue,HARRY THE HAGGLER,Enjoy yourselves.
Life of Brian,5,Premature Ejection,dialogue,CROWD OF WOMEN,yelling
Life of Brian,5,Premature Ejection,dialogue,JEWISH OFFICIAL,"Matthias, son of Deuteronomy of Gath,..."
Life of Brian,5,Premature Ejection,dialogue,MATTHIAS,Do I say 'yes'?
Life of Brian,5,Premature Ejection,dialogue,STONE HELPER #1,Yes.
Life of Brian,5,Premature Ejection,dialogue,MATTHIAS,Yes.
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,"...you have been found guilty by the elders of the
        town of uttering the name of our Lord, and so, as a blasphemer,..."
Life of Brian,5,Premature Ejection,dialogue,CROWD,Ooooh!
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,...you are to be stoned to death.
Life of Brian,5,Premature Ejection,dialogue,CROWD,Ahh!
Life of Brian,5,Premature Ejection,dialogue,MATTHIAS,"Look. I-- I'd had a lovely supper, and all I said to
        my wife was, 'That piece of halibut was good enough for Jehovah.'"
Life of Brian,5,Premature Ejection,dialogue,CROWD,Oooooh!
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,Blasphemy! He's said it again!
Life of Brian,5,Premature Ejection,dialogue,CROWD,"Yes! Yes, he did! He did!..."
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,Did you hear him?!
Life of Brian,5,Premature Ejection,dialogue,CROWD,"Yes! Yes, we did! We did!..."
Life of Brian,5,Premature Ejection,dialogue,WOMAN #1,Really!
Life of Brian,5,Premature Ejection,direction,NULL,silence
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,Are there any women here today?
Life of Brian,5,Premature Ejection,dialogue,CROWD,No. No. No. No...
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,Very well. By virtue of the authority vested in me--
Life of Brian,5,Premature Ejection,direction,NULL,CULPRIT WOMAN stones MATTHIAS
Life of Brian,5,Premature Ejection,dialogue,MATTHIAS,Oww! Lay off! We haven't started yet!
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,"Come on! Who threw that? Who threw that stone? Come
        on."
Life of Brian,5,Premature Ejection,dialogue,CROWD,"She did! She did! He did! He! He. He. Him. Him. Him.
        Him. He did."
Life of Brian,5,Premature Ejection,dialogue,CULPRIT WOMAN,Sorry. I thought we'd started.
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,Go to the back.
Life of Brian,5,Premature Ejection,dialogue,CULPRIT WOMAN,"Oh, dear."
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,"Always one, isn't there? Now, where were we?"
Life of Brian,5,Premature Ejection,dialogue,MATTHIAS,"Look. I don't think it ought to be blasphemy, just
        saying 'Jehovah'."
Life of Brian,5,Premature Ejection,dialogue,CROWD,Oooh! He said it again! Oooh!...
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,You're only making it worse for yourself!
Life of Brian,5,Premature Ejection,dialogue,MATTHIAS,"Making it worse?! How could it be worse?! Jehovah!
        Jehovah! Jehovah!"
Life of Brian,5,Premature Ejection,dialogue,CROWD,Oooooh!...
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,I'm warning you. If you say Jehovah once more...
Life of Brian,5,Premature Ejection,direction,NULL,MRS. A. stones OFFICIAL
Life of Brian,5,Premature Ejection,dialogue,MATTHIAS,laughing
Life of Brian,5,Premature Ejection,direction,NULL,silence
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,Come on. Who threw that?
Life of Brian,5,Premature Ejection,dialogue,CROWD,"She did! It was her! He! He. Him. Him. Him. Him. Him.
        Him."
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,Was it you?
Life of Brian,5,Premature Ejection,dialogue,MRS. A.,Yes.
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,Right!
Life of Brian,5,Premature Ejection,dialogue,MRS. A.,"Well, you did say 'Jehovah'."
Life of Brian,5,Premature Ejection,dialogue,CROWD,Ah! Ooooh!...
Life of Brian,5,Premature Ejection,direction,NULL,CROWD stones MRS. A.
Life of Brian,5,Premature Ejection,dialogue,OFFICIAL,"Stop! Stop, will you?! Stop that! Stop it! Now,
        look! No one is to stone anyone until I blow this whistle! Do you
        understand?! Even, and I want to make this absolutely clear, even if
        they do say 'Jehovah'."
Life of Brian,5,Premature Ejection,dialogue,CROWD,Ooooooh!...
Life of Brian,5,Premature Ejection,direction,NULL,CROWD stones OFFICIAL
Life of Brian,5,Premature Ejection,dialogue,WOMAN #1,Good shot!
Life of Brian,5,Premature Ejection,direction,NULL,clap clap clap
Life of Brian,6,Bloody Do-Gooders,direction,NULL,music
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,"Have I got a big nose, Mum?"
Life of Brian,6,Bloody Do-Gooders,dialogue,MANDY,"Oh, stop thinking about sex."
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,I wasn't.
Life of Brian,6,Bloody Do-Gooders,dialogue,MANDY,"You're always on about it... morning, noon, and night.
        'Will the girls like this?' 'Will the girls like that?' 'Is it too big?'
        'Is it too small?'"
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,I was... just wondering if you thought my nose was--
Life of Brian,6,Bloody Do-Gooders,dialogue,MANDY,"Get your filthy little mind off it! You're forty years
        old, now. You should have grown out of all that."
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,"I'm only just getting interested in it, Mum."
Life of Brian,6,Bloody Do-Gooders,dialogue,MANDY,"It's time you got interested in a job, my lad."
Life of Brian,6,Bloody Do-Gooders,dialogue,LEPER #1,Spare a shekel.
Life of Brian,6,Bloody Do-Gooders,dialogue,LEPER #2,"God bless you, sir."
Life of Brian,6,Bloody Do-Gooders,dialogue,LEPER #3,Alms for a leper.
Life of Brian,6,Bloody Do-Gooders,dialogue,LEPER #4,Alms for a leper.
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"Alms for an ex-leper. Bloody donkey owners. All the
        same, aren't they? Never have any change. Oh, here's a touch. Spare a
        talent for an old ex-leper."
Life of Brian,6,Bloody Do-Gooders,dialogue,MANDY,Buzz off!
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,Spare a talent for an old ex-leper.
Life of Brian,6,Bloody Do-Gooders,dialogue,MANDY,A talent? That's more than he earns in a month.
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"Half a talent, then."
Life of Brian,6,Bloody Do-Gooders,dialogue,MANDY,"No, go away!"
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"Come on, Big Nose. Let's haggle."
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,What?
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"All right. Cut the haggling. Say you open at one
        shekel. I start at two thousand. We close about eighteen hundred."
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,No.
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,Seventeen-fifty?
Life of Brian,6,Bloody Do-Gooders,dialogue,MANDY,Go away!
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,Seventeen-forty.
Life of Brian,6,Bloody Do-Gooders,dialogue,MANDY,Look. Will you leave him alone?
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"All right. Two shekels. Just two. Isn't this fun,
        eh?"
Life of Brian,6,Bloody Do-Gooders,dialogue,MANDY,"Look. He's not giving you any money, so piss off!"
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"All right, sir. My final offer: half a shekel for an
        old ex-leper."
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,Did you say... 'ex-leper'?
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"That's right, sir. Sixteen years behind the bell,
        and proud of it, sir."
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,"Well, what happened?"
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"I was cured, sir."
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,Cured?
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"Yes, sir, a bloody miracle, sir. God bless you."
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,Who cured you?
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"Jesus did, sir. I was hopping along, minding my own
        business. All of a sudden, up he comes. Cures me. One minute I'm a leper
        with a trade, next minute my livelihood's gone. Not so much as a by your
        leave. 'You're cured mate.' Bloody do-gooder."
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,"Well, why don't you go and tell him you want to be a
        leper again?"
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"Ah, yeah. I could do that, sir. Yeah. Yeah, I could
        do that, I suppose. What I was thinking was, I was going to ask him if
        he could make me a bit lame in one leg during the middle of the week.
        You know, something beggable, but not leprosy, which is a pain in the
        arse, to be blunt. Excuse my French, sir, but, uh--"
Life of Brian,6,Bloody Do-Gooders,dialogue,MANDY,Brian! Come and clean your room out.
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,There you are.
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"Thank you, sir. Thanks-- Half a denary for me bloody
        life story?"
Life of Brian,6,Bloody Do-Gooders,dialogue,BRIAN,There's no pleasing some people.
Life of Brian,6,Bloody Do-Gooders,dialogue,EX-LEPER,"That's just what Jesus said, sir."
Life of Brian,6,Bloody Do-Gooders,direction,NULL,baaaa
Life of Brian,6,Bloody Do-Gooders,direction,NULL,clunk
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,Oh.
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,OFFICER,Good afternoon.
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Oh, ah. Hello, officer. Ehh. I'll be with you in a few
        moments. All right, dear?"
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,What's he doing here?
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Now, don't start that Brian, and go and clean your room
        out."
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,Bloody Romans.
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Now, look, Brian. If it wasn't for them, we wouldn't
        have all this, and don't you forget it."
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,"We don't owe the Romans anything, Mum."
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Well, that's not entirely true, is it Brian?"
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,What do you mean?
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Well, you know you were asking me about your, uh..."
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,My nose?
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Yes. Well, there's a reason it's... like it is, Brian."
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,What is it?
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Well, I suppose I should have told you a long time ago,
        but..."
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,What?
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Well, Brian,... your father isn't Mr. Cohen."
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,I never thought he was.
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Now, none of your cheek! He was a Roman, Brian. He was
        a centurion in the Roman army."
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,You mean... you were raped?
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Well, at first, yes."
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,Who was it?
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Heh. Nortius Maximus his name was. Hmm. Promised me the
        known world he did. I was to be taken to Rome, House by the Forum.
        Slaves. Asses' milk. As much gold as I could eat. Then, he, having his
        way with me had... voom! Like a rat out of an aqueduct."
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,The bastard!
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Yeah. So, next time you go on about the 'bloody
        Romans', don't forget you're one of them."
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,BRIAN,"I'm not a Roman, Mum, and I never will be! I'm a Kike!
        A Yid! A Hebe! A Hook-nose! I'm Kosher, Mum! I'm a Red Sea Pedestrian,
        and proud of it!"
Life of Brian,7,Brian Discovers his Roman Heritage,direction,NULL,slam
Life of Brian,7,Brian Discovers his Roman Heritage,dialogue,MANDY,"Huh. Sex, sex, sex. That's all they think about, huh?
        Well, how are you, then, officer?"
Life of Brian,8,The Grumpy People's Front of Judea,direction,NULL,trumpets
Life of Brian,8,The Grumpy People's Front of Judea,direction,NULL,clap clap clap
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,ANNOUNCER,"Ladies and gentlemen. The next contest is
        between... Frank Goliath, the Macedonian baby-crusher, and Boris
        Mineburg."
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,BRIAN,Want some...
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,VOICE,"Thank you, fellows."
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,BRIAN,"Larks' tongues. Wrens' livers. Chaffinch brains.
        Jaguars' earlobes. Wolf nipple chips. Get 'em while they're hot. They're
        lovely. Dromedary pretzels, only half a denar. Tuscany fried bats."
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,JUDITH,"I do feel, Reg, that any Anti-Imperialist group like
        ours must reflect such a divergence of interests within its power-base."
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,REG,Agreed. Francis?
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,FRANCIS,"Yeah. I think Judith's point of view is very valid,
        Reg, provided the Movement never forgets that it is the inalienable
        right of every man--"
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,STAN,Or woman.
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,FRANCIS,Or woman... to rid himself--
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,STAN,Or herself.
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,FRANCIS,Or herself.
Life of Brian,8,The Grumpy People's Front of Judea,dialogue,REG,Agreed.
